scientificName,match_key,genus,commonName,description,bookPage,indexSection,category,subCategory,source
Dondice freddiemercuryi,dondice freddiemercuryi,Dondice,,,199,INVERTEBRATES,invertebrates,nudibranchs,scientific_index
Dondice occidentalis,dondice occidentalis,Dondice,fringeback dondice,Head with median orange line and two lateral blue lines. Dark jaw area. Cerata and oral tentacles with white tips.,199,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Dondice parguerensis,dondice parguerensis,Dondice,cassiopea dondice,White stripe running down dorsum. Thin white ring on tips of cerata. Found on Upsidedown Jellies (p. 110).,199,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Doriopsilla espinosai,doriopsilla espinosai,Doriopsilla,Red-speckled Doris,Translucent white dorsum with red speckles. Covered in low rounded tubercles. White gills and rhinophores.,189,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Doriopsilla nigrolineata,doriopsilla nigrolineata,Doriopsilla,,,189,INVERTEBRATES,invertebrates,nudibranchs,scientific_index
Doriopsilla tishae,doriopsilla tishae,Doriopsilla,Tisha’s Black-lined doris,"Yellow with black lines between pale tubercles. Honduras only, similar D. nigrolineata has white-ringed tubercles.",189,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Doriopsilla uva,doriopsilla uva,Doriopsilla,,,196,INVERTEBRATES,invertebrates,nudibranchs,scientific_index
Doto uva,doto uva,,Grapecluster Doto,Dark body with white spots. White-rimmed sheaths on black rhinophores. Bulbous cerata. Found on hydroids (p. 136).,196,,invertebrates,nudibranchs,epub_profile
Dragmacidon lunaecharta,dragmacidon lunaecharta,Dragmacidon,,,53,MARINE PLANTS,sponges,rope-sponges,scientific_index
Dromia erythropus,dromia erythropus,Dromia,redeye sponge crab,Dome-shaped bristled carapace with a distinctive dark blotch in the middle. Robust claws are tipped in red.,276,INVERTEBRATES,invertebrates,crabs,epub_profile
Drymonema larsoni,drymonema larsoni,Drymonema,Pink meanie,"Smooth flattened bell, pale pink to purplish or orange. Four large tufted lobes and thin tentacles over 20 m long.",107,INVERTEBRATES,invertebrates,jellies,epub_profile
Dulcerana granularis,dulcerana granularis,Dulcerana,granular frog snail,Long pointed brown shell with deep axial ridges. Pale mantle with irregular brown spots. Banded tentacles.,235,INVERTEBRATES,invertebrates,snails,epub_profile
Dysidea etheria,dysidea etheria,Dysidea,,,49,MARINE PLANTS,sponges,encrusting-sponges,scientific_index
Dysidea janiae,dysidea janiae,Dysidea,,,59,MARINE PLANTS,sponges,vase-sponges,scientific_index
Echeneis naucrates,echeneis naucrates,Echeneis,sharksucker,Large fish without a host are gray. Small fish with white-edged black stripe and narrow white borders on tail.,433,FISHES,fishes,sharksuckers,epub_profile
Echeneis neucratoides,echeneis neucratoides,Echeneis,whitefin sharksucker (Juvenile),Black midbody stripe with pale borders. White borders on tail are wide (compare to narrow on E. naucrates).,433,FISHES,fishes,sharksuckers,epub_profile
Echidna catenata,echidna catenata,Echidna,Chain moray,"Dark body with bright yellow markings of irregular spots and bars, forming a chain-like pattern. Found in shallows.",435,FISHES,fishes,eels,epub_profile
Echinaster sentus,echinaster sentus,Echinaster,Conical-spined Sea star,Five tubular arms with rows of red to orange or pale brown conical spines. Maroon color between the spines.,141,INVERTEBRATES,invertebrates,sea-stars,epub_profile
Echinometra lucunter,echinometra lucunter,Echinometra,rock-boring urchin,Short brown spines with a thick base. Black or red body. Found boring holes into the limestone substrate by day.,149,INVERTEBRATES,invertebrates,sea-urchins,epub_profile
Echinometra viridis,echinometra viridis,Echinometra,reef urchin,Dark red body. Short pointed spines all have darker tips and a pale ring around their bases. Prefers shallow reefs.,149,INVERTEBRATES,invertebrates,sea-urchins,epub_profile
Ecteinascidia turbinata,ecteinascidia turbinata,Ecteinascidia,mangrove tunicate,"Translucent orange body and siphons. Grows clustered in sandy reef areas, mangroves and seagrass beds.",129,INVERTEBRATES,invertebrates,tunicates,epub_profile
Ectyoplasia ferox,ectyoplasia ferox,Ectyoplasia,,,49,MARINE PLANTS,sponges,encrusting-sponges,scientific_index
Elacatinus colini,elacatinus colini,Elacatinus,Mesoamerican sponge goby,"Yellow bar on yellow snout. Yellow stripe fades to white, from top of eye to tail. On sponges. Mexico to Honduras.",291,FISHES,fishes,gobies,epub_profile
Elacatinus evelynae,elacatinus evelynae,Elacatinus,sharknose goby,Yellow snout and stripe over eye to behind pectoral. Blue stripe onto tail. Cleaner species. Absent W Caribbean.,291,FISHES,fishes,gobies,epub_profile
Elacatinus horsti,elacatinus horsti,Elacatinus,yellowline goby,Yellow to white stripe from top of eye to tail. Yellowish snout. Sometimes small spot on snout. On sponges.,291,FISHES,fishes,gobies,epub_profile
Elacatinus lobeli,elacatinus lobeli,Elacatinus,Caribbean neon goby,"Blue stripe through eye, from snout onto tail. Cleaner species. W Caribbean. Similar species: E. oceanops in Florida/Cuba.",290,FISHES,fishes,gobies,epub_profile
Elacatinus lori,elacatinus lori,Elacatinus,linesnout goby,Thin white bar on black snout. Thin white or blue stripe from top of eye to tail. On sponges. Belize to Honduras.,291,FISHES,fishes,gobies,epub_profile
Elacatinus louisae,elacatinus louisae,Elacatinus,spotlight goby,Rounded yellow spot on snout. Yellow/bluish/white stripe to dark spot at tail base. On sponges. N/W Caribbean.,291,FISHES,fishes,gobies,epub_profile
Elacatinus oceanops,elacatinus oceanops,Elacatinus,,,290,FISHES,fishes,gobies,scientific_index
Elacatinus randalli,elacatinus randalli,Elacatinus,yellownose goby,Yellow bar on yellowish snout. Yellow stripe from top of eye to end of tail. Cleaner species. SE Caribbean.,291,FISHES,fishes,gobies,epub_profile
Elagatis bipinnulata,elagatis bipinnulata,Elagatis,rainbow runner,"Silvery to olive upper body and yellow tail. Two blue stripes, with yellow in between, from eye to tail base.",417,FISHES,fishes,jacks,epub_profile
Ellisella elongata,ellisella elongata,Ellisella,devil’s sea whip,"Long whip-like stalk, tapering slightly towards the tip. Red to orange with white polyps. Found on deeper reefs.",100,CORALS,corals,octocorals,epub_profile
Ellisella schmitti,ellisella schmitti,Ellisella,bushy sea whip,"A single stalk branches and re-branches, forming a fan shape. Bright red with white polyps. Found under ledges.",100,CORALS,corals,octocorals,epub_profile
Elysia cornigera,elysia cornigera,Elysia,horned elysia,"White to greenish body with brilliant red and pale orange spots. Long tapering rhinophores, usually held forward.",180,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Elysia crispata,elysia crispata,Elysia,lettuce sea slug,Fleshy convoluted parapodia resemble leaves of lettuce. Large pale blotches on sides. Long curled rhinophores.,178,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Elysia ellenae,elysia ellenae,Elysia,Ellen’s Elysia,Pale green to white body. Parapodia lined with red. Red spot on short rhinophores. Distinctive blue eyeshadow.,181,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Elysia flava,elysia flava,Elysia,Yellow elysia,"Light yellow to tan body, often with dark blotches. Short rhinophores. Distinctive white rim along parapodial edge.",181,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Elysia marcusi,elysia marcusi,Elysia,Marcus’s Elysia,Green body with a distinctive cleft on the right side behind the head. Found on Halimeda algae (p. 22).,183,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Elysia ornata,elysia ornata,Elysia,ornate elysia,Light green body with tiny black and white spots. Tips of rhinophores and parapodia lined with orange and black.,179,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Elysia papillosa,elysia papillosa,Elysia,Papillose elysia,Pale green body with white papillae on parapodial edge. Distinctive brown band on lower third of the rhinophores.,179,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Elysia pawliki,elysia pawliki,Elysia,Pawlik’s Elysia,"Yellowish-green body with white papillae. Three flaps on dark-rimmed parapodia, the middle one distinctively long.",181,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Elysia pratensis,elysia pratensis,Elysia,lined elysia,Green with distinctive longitudinal white stripes. Solid black line along parapodial edge. Yellow-tipped rhinophores.,180,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Elysia serca,elysia serca,Elysia,SeaGrass Elysia,Large head and short rhinophores. White patch on head and on parapodia. Only found on Turtle Grass (p. 11).,181,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Elysia subornata,elysia subornata,Elysia,caulerpa elysia,White patch on head extends onto short rhinophores. Parapodial edge is paler with a thin solid brown line.,179,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Elysia taino,elysia taino,Elysia,Taino elysia,White to light green with papillae on head. Red flecks on parapodial edge. Dark band on short knobby rhinophores.,180,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Elysia velutinus,elysia velutinus,Elysia,velvet elysia,Green to yellowish body. White lines from round head to rhinophores. Small gap in closed parapodia at midbody.,179,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Elysia zemi,elysia zemi,Elysia,Zemi’s elysia,"Mottled orange-brown parapodia, often opened. Olive head and body. Purple acorn-shaped patch on the head.",181,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Elysia zuleicae,elysia zuleicae,Elysia,Zuleica’s elysia,"Olive-green, often with iridescent blue spots. Sometimes has a black tail. Large eyes. Purplish-brown rhinophores.",181,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Emblemaria caldwelli,emblemaria caldwelli,Emblemaria,caribbean blenny,Reddish to dusky head and body. Pointed snout. Single long banded cirrus. Very long filamentous pelvic fins.,305,FISHES,fishes,blennies,epub_profile
Emblemaria hyltoni,emblemaria hyltoni,Emblemaria,filament blenny,Translucent body. Distinctively long mobile filamentous dorsal spike. Endemic to the Bay Islands of Honduras.,305,FISHES,fishes,blennies,epub_profile
Emblemaria pandionis,emblemaria pandionis,Emblemaria,sailfin blenny (male),Dark spot and orange rim on tall dorsal fin. Blue spots on head. Divot at upper pupil. Can pale or darken quickly.,304,FISHES,fishes,blennies,epub_profile
Emblemaria vitta,emblemaria vitta,Emblemaria,ribbon blenny,Pointed snout. Single long tapering cirrus. Arching dorsal fin with an irregular orange blotch at base of first spines.,305,FISHES,fishes,blennies,epub_profile
Emblemariopsis diaphana,emblemariopsis diaphana,Emblemariopsis,,,306,FISHES,fishes,blennies,scientific_index
Emblemariopsis leptocirris,emblemariopsis leptocirris,Emblemariopsis,,,307,FISHES,fishes,blennies,scientific_index
Emblemariopsis pricei,emblemariopsis pricei,Emblemariopsis,,,307,FISHES,fishes,blennies,scientific_index
Emblemariopsis ruetzleri,emblemariopsis ruetzleri,Emblemariopsis,,,307,FISHES,fishes,blennies,scientific_index
Emmelichthyops atlanticus,emmelichthyops atlanticus,Emmelichthyops,bonnetmouth,Metallic yellow-green upper body with dark stripes. Orange snout. Two dorsal fins are widely separated.,377,FISHES,fishes,grunts,epub_profile
Enchelycore carychroa,enchelycore carychroa,Enchelycore,Chestnut Moray,Reddish-brown body. Rows of white spots on upper and lower jaws. Only tips of jaws are touching. Yellow iris.,435,FISHES,fishes,eels,epub_profile
Enchelycore nigricans,enchelycore nigricans,Enchelycore,viper moray,Uniformly greenish-brown body. May have darker band across nape. Only tips of jaws are touching. Pale iris.,435,FISHES,fishes,eels,epub_profile
Enneanectes altivelis,enneanectes altivelis,Enneanectes,lofty triplefin,"First dorsal fin tall, often white. Last bar narrow, indented at top and not darker. Prominent orange midbody scales.",309,FISHES,fishes,blennies,epub_profile
Enneanectes atrorus,enneanectes atrorus,Enneanectes,blackedge triplefin,"Long sloping snout. Tall first dorsal fin is usually white. Five oblique body bars equally dark, last is wider at top.",309,FISHES,fishes,blennies,epub_profile
Enneanectes boehlkei,enneanectes boehlkei,Enneanectes,roughhead triplefin,Often has pale blue spots. First dorsal fin usually short. Last body bar is darkest and wider than pale bar in front.,309,FISHES,fishes,blennies,epub_profile
Enneanectes deloachorum,enneanectes deloachorum,Enneanectes,Two-Bar triplefin,Last two body bars darker. Red to dusky bar at tail base. Breeding males with a bright yellow head. S Caribbean.,309,FISHES,fishes,blennies,epub_profile
Enneanectes jordani,enneanectes jordani,Enneanectes,redbelly triplefin,Bright red rear body and anal fin. Final body bar black and oval. Base of tail with red bar and then white bar.,309,FISHES,fishes,blennies,epub_profile
Enneanectes matador,enneanectes matador,Enneanectes,matador triplefin,"Reddish head. Last body bar is black, narrower than the white bar in front of it. Red tail with single thin white bar.",309,FISHES,fishes,blennies,epub_profile
Enoplometopus antillensis,enoplometopus antillensis,Enoplometopus,flaming reef lobster,Red with thin white lines and a white bulls-eye on side of carapace. Banded legs and large claws of equal size.,289,INVERTEBRATES,invertebrates,lobsters,epub_profile
Entomacrodus nigricans,entomacrodus nigricans,Entomacrodus,Pearl blenny,"Greenish with dark bars. Pearly-white spots on upper body, dark spots on nape. Prominent dark bars on lips.",317,FISHES,fishes,blennies,epub_profile
Eoacmaea pustulata,eoacmaea pustulata,Eoacmaea,Spotted Limpet,"Flattened oval shell with low blunt apex. Smooth, with low radial ribs. Olive-green to reddish with white spots.",220,INVERTEBRATES,invertebrates,limpets,epub_profile
Eostichopus arnesoni,eostichopus arnesoni,Eostichopus,conical sea cucumber,"Dark brown with numerous lighter cone-shaped podia along the back, circled in light brown. The sole is reddish.",153,INVERTEBRATES,invertebrates,sea-cucumbers,epub_profile
Epialtus longirostris,epialtus longirostris,Epialtus,Longsnout Spider crab,Pointed rostrum. Sides of carapace deeply bilobed. Long claw arms. Distinctive triangular white mask on the back.,279,INVERTEBRATES,invertebrates,crabs,epub_profile
Epinephelus adscensionis,epinephelus adscensionis,Epinephelus,rock Hind,Reddish-brown spots on body and fins. Three dark saddles below dorsal fin and another above tail base.,407,FISHES,fishes,groupers,epub_profile
